Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
ШИНСЕРВИС шиномонтажная мастерская,0,https://wa.me/79995849153,,79995849153,,,,454030  Челябинск  Краснопольский проспект  дом 48  а/2
КОМПАНИЯ ПО СЕРВИСНОМУ ОБСЛУЖИВАНИЮ АВТОКОНДИЦИОНЕРОВ ИП Шадрина Е.А.,0,https://wa.me/79026123395,,79026123395,,,,454021  Челябинск  проспект Победы  дом 295/7
MASHINKA шиномонтажная мастерская,0,,83519461446,, ,http://vk.com/shinomontazh_mashinka,,454074  Челябинск  проспект Победы  дом 2  Б/1
ШИНПОСТ,0,https://wa.me/79194091191,,79194091191,,,,454079  Челябинск  Линейная улица  дом 2  н/1
VV SERVICE автосервис,0,,83512160366,, ,http://vk.com/wservice7777777,,454006  Челябинск  Новомеханическая улица  дом 71/2
MASHINKA шиномонтажная мастерская,0,,83519461446,,vk.com/shinomontazh_mashinka,http://vk.com/shinomontazh_mashinka,,454077  Челябинск  проспект Победы  дом 1  а
СТАРТ автосервис,0,,83519000212,,avtoservis-start.mozello.ru,,,454119  Челябинск  улица Нахимова  дом 24  п
Транс Климат,0,,83517292029,, ,,,454045  Челябинск  2-я Потребительская улица  дом 50
ЮжУралТрансХолод,0,https://wa.me/79227020700,,79227020700, ,,,454901  Челябинск  Фёдоровка  Асфальтная станция  дом 5
КОМФОРТ АВТО,0,,83517902369,, ,,,454081  Челябинск  улица Героев Танкограда  дом 60-п  промзона  территория ВостокМонтажМеханизация
"BOSCH ДИЗЕЛЬ ЦЕНТР автосервис ООО ""Техно-Моторс плюс""",0,,83517306808,, ,,,454087  Челябинск  улица Дарвина  дом 14
ПРО ДИЗЕЛЬ ПЛЮС автосервис,0,https://wa.me/79088279072,,79088279072, ,,,454053  Челябинск  2-я Потребительская улица  дом 32
РЕМОНТДИЗЕЛЬСЕРВИС автосервис,0,https://wa.me/79049790648,,79049790648, ,,,454079  Челябинск  Линейная улица  дом 86
АВТОТЕХПЛЮС автосервис,0,https://wa.me/79043095426,,79043095426,www.avtotehplus.ru,,,454010  Челябинск  Сибирский переезд  дом 1
АВТОТЕХПЛЮС автосервис,0,https://wa.me/79080438890,,79080438890,www.avtotehplus.ru,,,454074  Челябинск  Механическая улица  дом 14
Eskeip,0,,83517778687,,www.7778687.ru,,,454128  Челябинск  улица Братьев Кашириных  дом 135  корпус 1
ЭКСПЕРТИЗА СОБСТВЕННОСТИ ООО консультационное бюро,0,,83512630674,, ,,,454091  Челябинск  улица Цвиллинга  дом 28
ВИТА-ГАРАНТ агентство,0,,83512708814,, ,,,454091  Челябинск  улица Энгельса  дом 41
ТЕСТ-СЕРВИС,0,,83512569448,, ,,,454108  Челябинск  улица Харлова  дом 14  2-й эт.
АСТРА оценочная компания,0,,83512487131,, ,,,454021  Челябинск  Рязанская улица  дом 14  офис 406
ЭКСПЕРТ 174,0,,83517779127,,оценка174.рф,,,454048  Челябинск  улица Блюхера  дом 32
ЮТЭК-Сервис,0,https://wa.me/79123130990,,79123130990, ,,,454008  Челябинск  Свердловский тракт  дом 9
АВТО-ЮРИСТ,0,,,,,,,
ТЕХНИЧЕСКАЯ ЭКСПЕРТИЗА И ОЦЕНКА,0,,83512630879,, ,,,454091  Челябинск  Свердловский проспект  дом 40-а  офис 100  103
ЭКИПАЖ,0,,83512663560,, ,,,454080  Челябинск  Красная улица  дом 4  офис 103-115
ЮЖНО-УРАЛЬСКИЙ ЦЕНТР ОЦЕНКИ,0,,83512643642,, ,,,454091  Челябинск  улица Елькина  дом 63-в
ХАЙВЭЙ,0,,83512398044,,,,,454084  Челябинск  проспект Победы  дом 160-в
ОЦЕНКА-5,0,,83512324967,, ,,,454048  Челябинск  улица Энтузиастов  дом 11/2  офис 207
НЕЗАВИСИМОЕ АВТОЭКСПЕРТНОЕ БЮРО ВОА,0,,83517900683,,voa74.ru,,,454084  Челябинск  улица Болейко  дом 2-а
ВэллКонт,0,,83512450141,, ,,,454071  Челябинск  улица Бажова  дом 91  офис 23
ЭКСПЕРТ-ЦЕНТР,0,,83517351365,,,,,454038  Челябинск  Винницкая улица  дом 17
АВТОЮРИСТ,0,,83517351365,,,,,
Меховые накидки на сиденье,0,https://wa.me/79514844275,,79514844275,torgimperia.ru,http://vk.com/nakidkichel,,454021  Челябинск  улица Молодогвардейцев  дом 33-б
ЗОЛОТАЯ НИТЬ ателье,0,,83517502247,,,,,454084  Челябинск  Каслинская улица  дом 23
АТЕЛЬЕ ПО ПОШИВУ АВТОЧЕХЛОВ ИП Кольцов В.В.,0,,83512314979,,,,,454108  Челябинск  улица Тухачевского  дом 13-б  2 этаж
АVTOSPRINT автоателье,0,https://wa.me/79322323108,,79322323108, ,,,454021  Челябинск  улица Молодогвардейцев  дом 35  1 этаж
КОМФОРТ компания по перетяжке мягкой мебели,0,https://wa.me/79507412236,,79507412236, ,,,454139  Челябинск  улица Василевского  дом 70-а  цокольный этаж
"АВТОЦЕНТР ""ГОЛЬФСТРИМ"" официальный дилер Volkswagen",0,,83517490909,, ,http://vk.com/agat_auto74,,454128  Челябинск  улица Братьев Кашириных  дом 126
АВТОДОМ автосалон,0,,83517010203,, ,,,454008  Челябинск  Мастеровая улица  дом 7  а/1
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79953351150,,79953351150,,,,454071  Челябинск  Салютная улица  дом 21
РЕСПЕКТ центр страхования,0,https://wa.me/79193313021,,79193313021,,,,454008  Челябинск  Свердловский проспект  дом 5/1
1СТРАХОВОЙ АГЕНТСКИЙ ЦЕНТР,0,https://wa.me/79123244393,,79123244393,,,,454091  Челябинск  улица Свободы  дом 32
ВЫКУПАМ компания по выкупу и подбору автомобилей,0,,83517767181,, ,,,454053  Челябинск  Рессорная улица  дом 29
АВТОВЫКУП компания,0,https://wa.me/79080889585,,79080889585,xn--74-8kci4dxa.xn--p1ai,http://vk.com/vikup_avto_chel,,454090  Челябинск  проспект Ленина  дом 35
DEXTER MOTORS компания по выкупу автомобилей,0,,83512486874,,www.dextermotors.ru,,,454008  Челябинск  Свердловский тракт  дом 9
АПЕЛЬСИН автосалон,0,https://wa.me/79193403450,,79193403450,,,,454007  Челябинск  Артиллерийская улица  дом 117  к2
MOBITEH компания по выкупу автомобилей,0,https://wa.me/79518168121,,79518168121,,,,454047  Челябинск  улица Сталеваров  дом 3-а
ROZETTA СТРАХОВАНИЕ страховой центр,0,,83517512838,, ,http://vk.com/rozetta_insurance,,454092  Челябинск  улица Елькина  дом 92
КЛЮЧАВТО салон автомобилей с пробегом,0,,83512256447,,chelyabinsk.keyauto-probeg.ru,http://vk.com/keyauto.probeg,,454010  Челябинск  Копейское шоссе  дом 88/2
GEELY РЕГИНАС автосалон,0,,83512114040,, ,,,454008  Челябинск  Свердловский тракт  дом 5-р  строение 3
КОМПАНИЯ ПО АВТОВЫКУПУ,0,,83512239996,, ,,,454036  Челябинск  Свердловский тракт  дом 12  а к1
CARSHOPPING,0,,83472588561,,lp.carshopping.ru,,,454090  Челябинск  проспект Ленина  дом 21  в
СТРАХОВОЙ АГЕНТ,0,,83517773767,,,,,454108  Челябинск  улица Харлова  дом 14/6
ELEKTRO-MALL магазин мобильного персонального электротранспорта,0,,88005518708,,chelyabinsk.elektro-mall.ru,http://vk.com/elektro_mall,,454081  Челябинск  проспект Победы  дом 125
ГЕНД-ГОЛ центр автопроката,0,https://wa.me/79193575003,,79193575003, ,,,454010  Челябинск
РАУНД центр регистрации водителей,0,,83512301174,, ,,,454100  Челябинск  Комсомольский проспект  дом 105
TAXIPARKDRESDEN,0,,83512235424,, ,,,454048  Челябинск  Загородная улица  дом 12
URBAN компания автопроката,0,,83517765653,, ,,,454080  Челябинск  Витебская улица  дом 4
МЕДТЕХНИКА организация по перевозке лежачих пациентов,0,,83512230392,,xn----7sbbfdnaeons5bficij2c4d.xn--p1ai,,,454016  Челябинск  улица Братьев Кашириных  дом 97
ФАВОРИТ центр проката автотранспорта,0,https://wa.me/79000890585,,79000890585,,,,454006  Челябинск  улица Свободы  дом 12
WINWAY центр найма водителей,0,,83517512941,, ,http://vk.com/winway_citymobil,,454074  Челябинск  проспект Победы  дом 2  Б
GREEN PARK федеральный партнер Ситимобил,0,,88005556131,,www.chel.green-park.taxi,,,454008  Челябинск  Каслинская улица  дом 38  а
АТЛАС,0,,83517111456,,atlas-taxi.su,,,454008  Челябинск  Цинковая улица  дом 2-а
АРЕНДА АВТОМОБИЛЕЙ,0,,83512501850,, ,,,454047  Челябинск  2-я Павелецкая улица  дом 28
ВМ-АВТО,0,,83512234477,, ,,,454018  Челябинск  Парковая улица  дом 9
ИМПЕРИЯ АВТО компания по аренде и прокату автомобилей,0,https://wa.me/79035782444,,79035782444,imperiyaauto.ru,,,454001  Челябинск  проспект Победы  дом 297
ПРАВИЛЬНЫЙ ПАРК,0,https://wa.me/79193033723,,79193033723,,,,454084  Челябинск  Свердловский проспект  дом 31
HERTZ - ЧЕЛЯБИНСК,0,,88007758333,,www.hertz.ru,,,"454091  Челябинск  улица Карла Маркса  дом 38  БЦ ""Аркаим Плаза"""
КОРТЕЖ74 центр автопроката,0,https://wa.me/79124080511,,79124080511, ,http://vk.com/kortezh74,,454008  Челябинск  Каслинская улица  дом 34
