Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
АВТОСТОЯНКА,0,,88162746597,,,,,173018  Новгородская область  Новгородский район  деревня Григорово  Центральная улица  дом 5-А
УНИВЕРСАЛ,0,,88162774037,, ,,,173000  Великий Новгород  Большая Санкт-Петербургская улица  дом 25
ГРИГОРОВО-3,0,,88162746517,, ,http://vk.com/automandarin,,173018  Новгородская область  Новгородский район  деревня Григорово  Дорожная улица улица  дом 9
ПК ВЕГА  автостоянка,0,,88162641471,,,,,173008  Великий Новгород  Щусева улица  дом 9-А
АВТОДОМ  ИП,0,,88162611767,,,,,173018  Великий Новгород  проспект Александра Корсунова  дом 38  корпус 4
АВТОСТОЯНКА,0,,88162621722,,,,,173021  Великий Новгород  Нехинская улица  дом 55
ПТК-СЕРВИС НОВГОРОД  АЗС  паркинг,0,https://wa.me/79217300132,,79217300132,,,,175460  Новгородская область  Крестецкий район  а/д Москва-СПб  деревня Невская  457-й километр
ЗАВОДСКОЙ  гаражный кооператив,0,https://wa.me/79212080024,,79212080024,,http://vk.com/automandarin,,173526  Новгородская область  Новгородский район  поселок Панковка  Индустриальная улица
ВЕРЯЖСКИЙ  автокомплекс,0,,88162653861,,,,,173025  Великий Новгород  улица Зелинского  дом 37
АЛЬКОР,0,,88162607582,,,,,173024  Великий Новгород  улица Коровникова  дом 4
MAXIMUM  единый распределительный центр карт водителей,0,,88003335295,, ,,,173000  Великий Новгород  улица Бояна  дом 11/11
Горячая линия систем тахографического контроля,0,,88003339343,,,,,Великий Новгород  улица Федоровский Ручей  дом 13/2
АВВА Групп,0,https://wa.me/79633686150,,79633686150,,,,Великий Новгород  Нехинская улица  дом 57
НОВТЕХ  компания по установке тахографов,0,,88162280071,,novteh-vn.ru,,,173021  Великий Новгород  Нехинская улица  дом 57  36а офис  2 этаж
АВТОГРАФ,0,,88007553333,,glonassgps.com,http://vk.com/glonassgpsag,,173008  Великий Новгород  Сырковское шоссе  дом 3
АВТО-МК  автосалон Kia,0,,88162500717,, ,https://vk.com/avtostar_vn,,173008  Великий Новгород  Северная улица  дом 2
КАРДЕНТ  автомастерская,0,,88162600308,,www.kardent.nov.ru,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 11
CHAMELEON AVTO  автостудия,0,,88162553046,, ,https://vk.com/chameleon53  http://vk.com/garage53region  http://vk.com/inomarketshop,,173003  Великий Новгород  улица Германа  дом 29  1 этаж
МАЯЧОК  автосервис,0,,88162676767,, ,,,173020  Великий Новгород  Студенческая улица  дом 31  корпус 3
МАЯК  автоцентр  ИП Михайлов Ю.К.,0,,88162600607,, ,http://vk.com/rezonans53  http://vk.com/club69389099  https://vk.com/chameleon53,,173020  Великий Новгород  улица Державина  дом 21-а
АВТОСЕРВИС ПО РЕМОНТУ АВТОСТЕКОЛ,0,https://wa.me/79052392633,,79052392633,,,,173526  Новгородская область  Новгородский район  поселок Панковка  Индустриальная улица  дом 16-Б
АВТОТОН  мастерская по тонированию стекол,0,https://wa.me/79082252588,,79082252588, ,http://vk.com/club36380944,,Великий Новгород  проспект Александра Корсунова  дом 32-е
ТОНИРОФКИН  автосервис,0,,88162998215,, ,http://vk.com/club69389099  https://vk.com/chameleon53  http://vk.com/garage53region  http://vk.com/inomarketshop,,173020  Великий Новгород  Хутынский проезд  дом 14-а
АВТОСТИЛЬ  автокосметический салон,0,,88162689444,,,http://vk.com/club36380944,,173020  Великий Новгород  Хутынская улица  дом 42-а/2
LUX SERVICE,0,,88162689898,,,http://vk.com/club61775602  http://vk.com/club97323654  https://vk.com/club64222691,,173016  Великий Новгород  проспект Александра Корсунова  дом 2  строение 10
ЦЕНТР АЭРОДИНАМИЧЕСКИХ СИСТЕМ  тюнинг-центр,0,https://wa.me/79539002316,,79539002316,www.plastic.nov.ru,https://vk.com/chameleon53  http://vk.com/garage53region  http://vk.com/inomarketshop,,173008  Великий Новгород  проезд Энергетиков  дом 10
LAB COLOR  ремонтно-художественная студия,0,https://wa.me/79082258444,,79082258444, ,,,173020  Великий Новгород  Студенческая улица  дом 33  202 офис  2 этаж
SUNRISE,0,,88162998699,,sunrise-vn.a5.ru,,,173008  Великий Новгород  Сырковское шоссе  дом 30
ЛАБОРАТОРИЯ СКОРОСТИ  центр чип-тюнинга,0,,88162603186,, ,http://vk.com/rezonans53  http://vk.com/club69389099,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 173
LED53  центр светодиодного тюнинга и авточехлов,0,https://wa.me/79052902005,,79052902005, ,,,173526  Новгородская область  Новгородский район  поселок Панковка  Пионерская улица  дом 3
АВТОМАСТЕРСКАЯ,0,,88162604505,,,,,173021  Великий Новгород  Нехинская улица  дом 48  корпус 1
ARTMIX  студия аэрографии и дизайна,0,https://wa.me/79602023777,,79602023777,aeroartmix.ru,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 11  12 офис  вход со двора
INOMARKET  магазин автозапчастей,0,,88162689483,, ,http://vk.com/inomarketshop,,173003  Великий Новгород  улица Германа  дом 25  1 этаж
CHAMELEON AVTO  автостудия,0,,88162553046,, ,https://vk.com/chameleon53  http://vk.com/garage53region  http://vk.com/inomarketshop,,173003  Великий Новгород  улица Германа  дом 29  1 этаж
АВТОБАТ  склад-магазин,0,,88162338800,, ,http://vk.com/club15794528,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 11  9 кабинет
РЕЗОНАНС-АВТО  автостудия,0,https://wa.me/79211934600,,79211934600,vk.com/rezonans53,http://vk.com/rezonans53  http://vk.com/club69389099  https://vk.com/chameleon53  http://vk.com/garage53region,,173020  Великий Новгород  Хутынская улица  дом 42-а/2
МАЯК  автоцентр  ИП Михайлов Ю.К.,0,,88162600607,, ,http://vk.com/rezonans53  http://vk.com/club69389099  https://vk.com/chameleon53,,173020  Великий Новгород  улица Державина  дом 21-а
GARAGE 53 РЕГИОН,0,https://wa.me/79539004080,,79539004080,vk.com/garage53region,http://vk.com/garage53region  http://vk.com/inomarketshop,,173021  Великий Новгород  Нехинское шоссе  дом 39
ТОНИРОФКИН  автосервис,0,,88162998215,, ,http://vk.com/club69389099  https://vk.com/chameleon53  http://vk.com/garage53region  http://vk.com/inomarketshop,,173020  Великий Новгород  Хутынский проезд  дом 14-а
МАГИСТРАЛЬ  автосервис,0,https://wa.me/79116223442,,79116223442,,http://vk.com/rezonans53  http://vk.com/club69389099,,173008  Великий Новгород  Магистральная улица  дом 8-а
ВИП-АВТО  автосервис,0,,88162552205,,,http://vk.com/rezonans53,,173002  Великий Новгород  Воскресенский бульвар  дом 8-Б
АвтоПланета53,0,https://wa.me/79517290354,,79517290354,autoplaneta53.ru,,,Великий Новгород  Большая Санкт-Петербургская улица  дом 104
ГАЗСЕРВИС  сервисный центр,0,,88162627574,, ,,,173000  Великий Новгород  Сырковское шоссе  дом 3
