Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
ВЫКУП-АВТО НН,0,https://wa.me/79200392366,,79200392366,www.westvaco.ru,,,603105  Нижний Новгород  улица Бориса Панина  дом 9-а,,
ВЫКУП АВТО,0,https://wa.me/79307005020,,79307005020,выкупавтонн.рф,,,603034  Нижний Новгород  Комсомольское шоссе  дом 5,,
Автоподбор52 Нижний Новгород,0,https://wa.me/79960076466,,79960076466,avtopodbor52.ru,http://vk.com/nnavtopodbor,,603057  Нижний Новгород  Краснозвёздная улица  дом 31,,
АВТОХОЛДИНГ,0,,,,,,,,,
С ПРОБЕГОМ,0,,88314232070,, ,,,603009  Нижний Новгород  проспект Гагарина  дом 37-б,,
TRADE-IN БЦР МОТОРС,0,,88312788978,,tradein-bcr.ru,,,603058  Нижний Новгород  улица Новикова-Прибоя  дом 2,,
ВЫКУП АВТОМОБИЛЕЙ - НН,0,https://wa.me/79307020888,,79307020888,autovikupnn.ru,,,603059  Нижний Новгород  Витебская улица  дом 46,,
ФЕНИКС-АВТО,0,https://wa.me/79092844800,,79092844800,f-avto52.ru,,,603140  Нижний Новгород  проспект Ленина  дом 20,,
ЕВРО ТРЕЙД НН,0,,88314100008,, ,,,"603005  Нижний Новгород  Алексеевская улица  дом 10  БЦ ""Лобачевский Plaza""",,
Выкуп автомобилей,0,https://wa.me/79081624949,,79081624949,,,,Нижний Новгород  Линдовская улица  дом 15-а,,
Выкуп автомобилей-Н,0,https://wa.me/79200209696,,79200209696,,,,Нижний Новгород  проспект Гагарина  дом 168-а,,
Автовыкуп НН,0,https://wa.me/79524422822,,79524422822,,,,Нижний Новгород  улица Генерала Штеменко  дом 1,,
Авто скупка в Нижнем Новгороде,0,https://wa.me/79049020999,,79049020999,avto-skupka.fo.ru,,,Нижний Новгород  улица Ларина  дом 12,,
Vsr Auto,0,,88312830261,, ,,,Нижний Новгород  улица Монастырка  дом 20  строение 9,,
РазборНН Склад,0,,88314133802,, ,https://vk.com/redcar_vlz,,Нижний Новгород  Народная улица  дом 43,,
Planar- Russia,0,,88003022321,,nizhnij-novgorod.planar-russia.ru,,,603155  Нижний Новгород  Большая Печёрская улица  дом 26,,
АИР-ХОЛОД  торгово-монтажная компания,0,https://wa.me/79200520050,,79200520050, ,,,603024  Нижний Новгород  Казанская набережная  дом 5,,
REALЬНОЕ КОЛЕСО  шиномонтажная мастерская,0,https://wa.me/79308042424,,79308042424,,,,603041  Нижний Новгород  Коломенская улица  дом 20-а,,
АВТОЦЕНТР,0,https://wa.me/79081525353,,79081525353, ,,,603038  Нижний Новгород  улица КИМа  дом 333,,
LUXURY CENTER,0,,88312228833,,www.luxury-center.ru,,,603035  Нижний Новгород  улица Ярошенко  дом 7  а/1,,
МАСТЕРСКАЯ ШИНОМОНТАЖА И ЭВАКУАЦИИ АВТОМОБИЛЕЙ,0,,88314141333,, ,,,603064  Нижний Новгород  Восточный проезд  дом 5/2,,
KATAL-MOTORS  компания по удалению катализаторов,0,https://wa.me/79535575767,,79535575767, ,,,603137  Нижний Новгород  Вятская улица  дом 47,,
АЛАРМ-АВТО,0,,88314285511,, ,,,603105  Нижний Новгород  Пригородная улица  дом 27  район ул. Ванеева,,
АБРИС,0,,88314135341,, ,,,"603000  Нижний Новгород  поселок Орловские Дворики  400-й км  трассы Москва - Казань (М7)  кафе ""Лесная сказка""",,
ИП КВАСОВ Г.Н.,0,https://wa.me/79030603770,,79030603770, ,http://vk.com/svavto_52,,603034  Нижний Новгород  Авиаторская улица  дом 3-а,,
ТУРБИННЫЕ СИСТЕМЫ И ТЕХНОЛОГИИ  сервисная компания,0,,88314105420,, ,http://vk.com/remzonann,,603011  Нижний Новгород  Чонгарская улица  дом 28-а,,
LICOMAUTO  автосервис,0,https://wa.me/79200292323,,79200292323, ,,,603053  Нижний Новгород  улица Ковпака  дом 1-а,,
ТЕСЛА  мастерская по ремонту автоэлектрики,0,,88314140414,,,,,603090  Нижний Новгород  улица Новикова-Прибоя  дом 9-Б,,
АВТО СТО,0,https://wa.me/79081610660,,79081610660, ,,,603147  Нижний Новгород  улица Юлиуса Фучика  дом 50-Б,,
СОЮЗНЫЙ  автосервис,0,,88314238277,,avtoremontnn.ru,,,603003  Нижний Новгород  улица Коминтерна  дом 223,,
ДИЗЕЛЬСТАРТ52  ремонтная компания,0,,88314130550,, ,http://vk.com/svavto_52,,603037  Нижний Новгород  улица Федосеенко  дом 51,,
INJECTION  техцентр,0,,88314147140,,,http://vk.com/incervice  https://vk.com/kmd.service,,603140  Нижний Новгород  проспект Ленина  дом 31/2Б,,
ЭКСПЕРТ СОЮЗ  НПО  ООО,0,,88314147140,,,,,,,
ЭКСПЕРТ-ПОМОЩЬ НН  ООО,0,,88314156646,, ,,,603086  Нижний Новгород  улица Стрелка  дом 4-а,,
АВТОГАРАНТ  служба аварийных комиссаров,0,https://wa.me/79081619009,,79081619009, ,,,603024  Нижний Новгород  улица Невзоровых  дом 47,,
ВОЛГОВЯТИНВЕСТ,0,,88314239943,, ,,,603000  Нижний Новгород  улица Маслякова  дом 5  офис 107,,
Авторегистр на Комсомольской,0,,88314239943,,,,,,,
ДЕЛЬТА  экспертный центр,0,,88314152440,, ,,,603109  Нижний Новгород  Сергиевская улица  дом 15,,
НЕЗАВИСИМОЕ ЭКСПЕРТНОЕ БЮРО,0,,88314619418,, ,,,603006  Нижний Новгород  Ошарская улица  дом 18/1  офис 1,,
НИЖЕГОРОДСКИЙ КАПИТАЛ,0,,88314100413,, ,,,603001  Нижний Новгород  Нижне-Волжская набережная  дом 7/2  офис 22,,
НЕЗАВИСИМЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕТР АВТОЭКСПЕРТИЗ,0,,88314285888,, ,,,603115  Нижний Новгород  улица Белинского  дом 45,,
НОВОСИСТЕМ КОНСАЛТ,0,,88312956049,,,,,603004  Нижний Новгород  проспект Ленина  дом 115  офис 308,,
МОБАЙЛ ГРУП,0,,88314371155,, ,,,603000  Нижний Новгород  Большая Покровская улица  дом 62/5,,
ЭКСПЕРТ,0,,88314339705,, ,,,603001  Нижний Новгород  Рождественская улица  дом 36-д,,
ЦЕНТР-А,0,,88314339705,,,,,,,
АВТОКРЕЙТ,0,,88314399549,,www.avtocreat.ru,,,603057  Нижний Новгород  Светлогорский переулок  дом 13  офис 9,,
ВАШ ЭКСПЕРТ,0,,88314399549,,,,,,,
ГИЛЬДИЯ,0,,88314373241,, ,,,603001  Нижний Новгород  переулок Вахитова  дом 7  офис 6,,
РИЭ,0,,88314138756,, ,,,603024  Нижний Новгород  Полтавская улица  дом 22  офис 5,,
DRESS4CAR  магазин,0,https://wa.me/79040555202,,79040555202,dress4car.ru,https://vk.com/dress4car  http://vk.com/drivestore,,603034  Нижний Новгород  Дачная улица  дом 1-а,,
ТЕМП-К  швейное предприятие,0,,88312441000,, ,,,603034  Нижний Новгород  Кировская улица  дом 9,,
КОЛЕСО УСПЕХА,0,,88312441000,,,,,,,
АВТО ДЕЛО  магазин ,0,,88314146680,, ,http://vk.com/comfort_autonn  http://vk.com/idmiravto4ehlov52,,603089  Нижний Новгород  Высоковский проезд  дом 22,,
МИР АВТОЧЕХЛОВ  магазин,0,https://wa.me/79159501010,,79159501010,vk.com/idmiravto4ehlov52,http://vk.com/idmiravto4ehlov52,,603087  Нижний Новгород  Нижне-Печёрская улица  дом 17  1 этаж,,
МИР ЧЕХЛОВ  ателье-магазин авточехлов,0,https://wa.me/79081609892,,79081609892, ,,,603035  Нижний Новгород  улица Черняховского  дом 13  1 этаж,,
МИР ЧЕХЛОВ  ателье-магазин авточехлов,0,https://wa.me/79081609892,,79081609892,www.avtochehol-aas.ru,http://vk.com/comfort_autonn,,603074  Нижний Новгород  улица Маршала Воронова  дом 3  корпус 1,,
МИР ЧЕХЛОВ  ателье-магазин авточехлов,0,https://wa.me/79081609892,,79081609892, ,http://vk.com/comfort_autonn  http://vk.com/idmiravto4ehlov52,,603162  Нижний Новгород  улица Композитора Касьянова  дом 6-г  корпус 3,,
CAR COVERS  магазин модельных авточехлов,0,https://wa.me/79648363575,,79648363575,,http://vk.com/comfort_autonn  http://vk.com/idmiravto4ehlov52,,603028  Нижний Новгород  Комсомольское шоссе  дом 7-Б,,
АВТОКОМФОРТ  салон авточехлов,0,https://wa.me/79023049199,,79023049199,vk.com/comfort_autonn,http://vk.com/comfort_autonn  http://vk.com/idmiravto4ehlov52,,603034  Нижний Новгород  Авиаторская улица  дом 3-а,,
Автохаус,0,,88312883096,,nnovgorod.avtohous.ru,,,603011  Нижний Новгород  улица Июльских Дней  дом 1-г,,
АВТОПЛЮС  компания по выкупу автомобилей,0,https://wa.me/79159428417,,79159428417,autoplus-52.ru,,,603064  Нижний Новгород  улица Новикова-Прибоя  дом 29-а,,
AEX,0,,88312143314,,aexnn.ru,http://vk.com/aexnn,,603018  Нижний Новгород  улица Гайдара  дом 24,,
МАЛЫШЕFF-AVTO  компания по выкупу автомобилей,0,,88314238877,, ,http://vk.com/club137957029,,603032  Нижний Новгород  улица Баумана  дом 97  а,,
АВТО-ПРЕСТИЖ  компания по выкупу  продаже и сервису легковых автомобилей,0,https://wa.me/79307040000,,79307040000,vk.link,,,603034  Нижний Новгород  Удмуртская улица  дом 2-г,,
ДРАЙВ  автосалон,0,https://wa.me/79302782777,,79302782777,vk.com/public163145930,http://vk.com/public163145930,,603034  Нижний Новгород  Комсомольское шоссе  дом 6  к2,,
ДЕТОМОБИЛЬ  магазин детских товаров,0,https://wa.me/79043941144,,79043941144,xn--90afdnpdnb7a3h.xn--p1ai,http://vk.com/detomobil,,603074  Нижний Новгород  Сормовское шоссе  дом 14,,
АВТОСТОЛИЦА  автосалон,0,,88314231301,, ,http://vk.com/avtostoliciza,,603092  Нижний Новгород  Московское шоссе  дом 352-а  корпус 7,,
ЦЕНТР ПРОДАЖ И ВЫКУПА АВТОМОБИЛЕЙ,0,,88312129110,,,,,603050  Нижний Новгород  улица Василия Иванова  дом 14  а/2,,
ФОРСАЖ  автосалон,0,,88314107140,, ,,,Нижний Новгород  Московское шоссе  дом 243  а к1,,
НИЖЕГОРОДЭКСПОРТ  торговый дом,0,,88312721881,, ,,,603157  Нижний Новгород  улица Красных Зорь  дом 24/5,,
КОМПАНИЯ ПО ВЫКУПУ АВТОМОБИЛЕЙ,0,,88007076578,, ,,,603001  Нижний Новгород  Рождественская улица  дом 13,,
АВТОСФЕРА,0,,88312912728,, ,,,603108  Нижний Новгород  Электровозная улица  дом 7-д,,
