Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
"Авторазборка КАМАЗ, УАЗ",0,https://wa.me/79216871646,,79216871646,,http://vk.com/id209209896  http://vk.com/avtoservisrusich,,Вологда  Турундаевская улица  дом 33,,
"Кузовная станция, сто",0,,88172500419,,vk.com/club42991351,http://vk.com/club42991351,,Вологда  улица Ветошкина  дом 76,,
"Еремеев А.Л., ип",0,https://wa.me/79115011401,,79115011401,,http://vk.com/avtoservisrusich,,Вологда  Рабочая улица  дом 1-б,,
АВТОСЕРВИС,0,https://wa.me/79115337007,,79115337007,,,,160022  Вологда  Пошехонское шоссе  дом 29-а  корпус 1,,
ГРУЗОВОЙ СЕРВИС,0,,88172285737,, ,,,Вологда  Машиностроительная улица  дом 12  к1,,
"ТТ-СЕРВИС, автосервис",0,https://wa.me/79115016686,,79115016686, ,http://vk.com/ttservis35,,160028  Вологда  Окружное шоссе  дом 11  в/3,,
"АРКАДА, автосервис",0,,88172503566,, ,http://vk.com/club156165792,,160012  Вологда  Советский проспект  дом 160  а,,
"100*ДОРОГ, автосервис",0,https://wa.me/79005059959,,79005059959, ,http://vk.com/rabota_35_vologda,,160009  Вологда  Движенческий переулок  дом 3-Б,,
АВТОСЕРВИС ПО РЕМОНТУ АВТОМОБИЛЕЙ,0,https://wa.me/79115299108,,79115299108, ,,,Вологда  улица Можайского  дом 69  а,,
"СВЕТОФОР, автосервис",0,https://wa.me/79115325225,,79115325225,vk.com/sto_svetofor35,http://vk.com/sto_svetofor35,,Вологда  улица Можайского  дом 78/1,,
"АВТОВЫХЛОП, автомастерская",0,https://wa.me/79115495331,,79115495331, ,http://vk.com/servissvoi35,,160028  Вологда  Окружное шоссе  дом 13  д,,
"PRO-MOTOR, автомастерская",0,https://wa.me/79218200505,,79218200505, ,,,Вологда  Машиностроительная улица  дом 29  к7,,
"ПРОФИ, автосервис",0,,88172297880,, ,,,160001  Вологда  улица Челюскинцев  дом 12  а,,
"СЕВЕР-АВТО-СЕРВИС, автосалон",0,https://wa.me/79315008700,,79315008700,,,,160019  Вологда  Комсомольская улица  дом 44,,
"DUO, техцентр",0,,88172581738,,autoduo.ru,http://vk.com/autoduo,,160014  Вологда  улица Саммера  дом 56  ст1,,
"АВТОСЕРВИС, ИП Попова В.С.",0,,88172285151,,,,,Вологда  Машиностроительная улица  дом 12  к1,,
"СВОИМИ РУКАМИ, автосервис самообслуживания",0,,88172585655,, ,http://vk.com/svoimi_rukami_vologda,,Вологда  улица Гагарина  дом 88  в,,
"APSERVICE, автосервис",0,,88172500858,, ,,,160017  Вологда  Ярославская улица  дом 9  а,,
ПУНКТ ТЕХНИЧЕСКОГО ОСМОТРА,0,,88172589599,, ,,,Вологда  Северная улица  дом 40  а,,
"RECAUTO, переоборудование тс",0,,88005515045,,recauto.ru,http://vk.com/recauto_ru,,160011  Вологда  улица Ветошкина  дом 36,,
"РЕКОНИНТЕРЬЕР, автостоянка",0,,88172736720,,,,,160033  Вологда  улица Дзержинского  дом 13,,
"ЮТА, автостоянка",0,https://wa.me/79115233381,,79115233381,,,,160032  Вологда  Воркутинская улица  дом 13/1,,
АВТОСТОЯНКА,0,https://wa.me/79535037801,,79535037801,,,,Вологда  Ярославская улица  дом 9/2,,
"ТАМАНТЭН, автостоянка",0,,88172505865,, ,,,Вологда  улица Мохова  дом 11,,
"АВТОСТОЯНКА, ИП Пронин А.Н.",0,,88172500585,, ,,,160004  Вологда  улица Гагарина  дом 5  Б,,
"СПЕЦАВТОПЛЮС, платная автостоянка",0,https://wa.me/79115000548,,79115000548,,,,Вологда  улица Мохова  дом 11,,
"ВОСТОК, ГСК",0,,88172547737,,,http://vk.com/shopping.forum,,160019  Вологда  Добролюбова улица  дом 59,,
"РОСАВТО, автостоянка",0,,88172743435,,,http://vk.com/shopping.forum,,Вологда  Дзержинского улица  дом 11,,
"РОЩА, ГСК",0,,88172714874,,,http://vk.com/shopping.forum,,160022  Вологда  Новгородская улица,,
"ЮНИС АВТОЛАБ, автостоянка",0,,88172786878,,,,,160025  Вологда  Московское шоссе  дом 6,,
"АВТОСТОЯНКА НА БЛАГОВЕЩЕНСКОЙ, 66",0,,88172725055,, ,,,160004  Вологда  Благовещенская улица  дом 66,,
"АВТО-ПАРТНЕР, автостоянка",0,,88172504838,, ,,,160022  Вологда  Пошехонское шоссе  дом 29-а  корпус 1,,
"АВТОСТОЯНКА, ИП Савчук Б.В.",0,,88172718028,,,http://vk.com/shopping.forum,,160017  Вологда  Пошехонское шоссе  дом 14-а  корпус 2,,
Эвакуатор Вологда,0,,88172291010,,lukashviktor88.wix.com,,,160000  Вологда  улица Карла Маркса  дом 99,,
"Форум, торговый центр",0,,88001002727,,vk.com/shopping.forum,http://vk.com/shopping.forum,,Вологда  Ленинградская улица  дом 100,,
Деньги в долг - Эталон,0,,88172751648,, ,,,Вологда  Предтеченская улица  дом 75-а,,
"Страхования, центр",0,,88172505197,,cs-vologda.com,,,Вологда  улица Сергея Преминина  дом 1,,
Motor Avto,0,,88172705170,,motor-avto.com,,,Вологда  улица Гагарина  дом 83,,
А-ЛАЙН,0,,88172704050,,a-lain.ru,,,160000  Вологда  улица Саммера  дом 60-б,,
НАБИ-ТехСервис,0,https://wa.me/79210615150,,79210615150,kamaz35.ru,,,Вологда  улица Гиляровского  дом 50,,
"АВТООКО, фирма по приему заявок для карт водителей",0,,88172701286,,вологда.карта-тахографа5.рф,,,160001  Вологда  Благовещенская улица  дом 26,,
СТЕКЛОСЕРВИС35,0,,88172507374,, ,http://vk.com/stekloservis35,,160013  Вологда  улица Можайского  дом 55,,
ТОНИРОВКА ПЛЮС,0,,88172767287,, ,http://vk.com/club17396524  http://vk.com/car_labs,,160000  Вологда  Зосимовская улица  дом 35-А,,
ЦЕНТР ТОНИРОВАНИЯ,0,,88172503023,,,http://vk.com/car_labs,,160029  Вологда  улица Прокатова  дом 8,,
АВТОМАСТЕРСКАЯ,0,,88172704744,, ,http://vk.com/club29138380  http://vk.com/club17396524,,160004  Вологда  Ленинградский тупик  дом 8-а,,
"АВТО-ШИК, студия",0,,88172784763,, ,,,160013  Вологда  улица Можайского  дом 51,,
"ТОНИРОВКА+, автосервис",0,,88172767787,, ,http://vk.com/club17396524  http://vk.com/car_labs,,160000  Вологда  Зосимовская улица  дом 35-а,,
"АВТОВИНИЛ CAR-LABS, центр автотюнинга",0,https://wa.me/79517327199,,79517327199,vk.com/car_labs,http://vk.com/car_labs  http://vk.com/club29138380,,160001  Вологда  Благовещенская улица  дом 26  109 офис,,
"CARS STUDIO, студия автостайлинга",0,https://wa.me/79315001992,,79315001992,,http://vk.com/vologda_avto_tuning,,160021  Вологда  улица Клубова  дом 30-а/1,,
"МАСТЕРСКАЯ ТОНИРОВКИ, ИП Миронов М.В.",0,https://wa.me/79535196261,,79535196261, ,http://vk.com/club29138380  http://vk.com/club17396524,,Вологда  Говоровский проезд  дом 6,,
"ТЕРРИТОРИЯ АВТОСТЕКЛА, торгово-установочный центр",0,,88172700212,, ,,,Вологда  Окружное шоссе  дом 18/1,,
Автостекло,0,,88172501801,,,http://vk.com/club29138380  http://vk.com/club17396524,,Вологда  улица Панкратова  дом 100,,
"Моторных масел, автомагазин",0,,88172703056,, ,http://vk.com/club60312193  http://vk.com/nason35,,Вологда  улица Панкратова  дом 100,,
Autoglass,0,https://wa.me/79217153333,,79217153333,,http://vk.com/car_labs  http://vk.com/club29138380,,Вологда  Марии Ульяновой улица  дом 6-а,,
"Raid, автосервис",0,https://wa.me/79115016707,,79115016707,vk.com/id289715086,http://vk.com/id289715086,,Вологда  Открытая улица  дом 7,,
Тонировка,0,https://wa.me/79211223325,,79211223325,,http://vk.com/rmtuning  http://vk.com/zemchyzenavologdi,,Вологда  улица Гагарина  дом 85,,
Rm-Tuning,0,https://wa.me/79217164722,,79217164722,vk.com/rmtuning,http://vk.com/rmtuning  http://vk.com/zemchyzenavologdi,,Вологда  Пошехонское шоссе  дом 14-а,,
МИР АВТОТЮНИНГА,0,,88172288885,, ,http://vk.com/aquachameleon,,160019  Вологда  улица Чернышевского  дом 147-А,,
"АВТОВИНИЛ, центр автотюнинга",0,https://wa.me/79814220059,,79814220059,,https://vk.com/avtosvet35  http://vk.com/club18860964,,160000  Вологда  Зосимовская улица  дом 17  16 офис  2 этаж,,
"АКВАПРИНТ, тюнинговая компания",0,,88172700376,, ,http://vk.com/club18860964  http://vk.com/aquachameleon,,160000  Вологда  улица Александра Клубова  дом 5,,
"AUTO STYLING, тюнинг-центр",0,https://wa.me/79535070279,,79535070279, ,,,160017  Вологда  Ленинградская улица  дом 77  вход со двора,,
"АВТО-ШИК, студия",0,,88172784763,, ,,,160013  Вологда  улица Можайского  дом 51,,
"АВТОВИНИЛ CAR-LABS, центр автотюнинга",0,https://wa.me/79517327199,,79517327199,vk.com/car_labs,http://vk.com/car_labs  http://vk.com/club29138380,,160001  Вологда  Благовещенская улица  дом 26  109 офис,,
"ГАРАЖ 300, центр автотюнинга",0,https://wa.me/79212360439,,79212360439, ,http://vk.com/club18860964  http://vk.com/aquachameleon,,Вологда  Машиностроительная улица  дом 29  1 этаж,,
"ХАМЕЛЕОН, студия аквапечати",0,https://wa.me/79517344726,,79517344726,vk.com/aquachameleon,http://vk.com/aquachameleon,,Вологда  Машиностроительная улица  дом 29  3 офис  2 этаж,,
"КАРС, торгово-сервисная компания",0,,88172500962,, ,http://vk.com/aquachameleon,,160026  Вологда  улица Панкратова  дом 90,,
"CARS STUDIO, студия автостайлинга",0,https://wa.me/79315001992,,79315001992,,http://vk.com/vologda_avto_tuning,,160021  Вологда  улица Клубова  дом 30-а/1,,
"HELPCAR, СТО",0,https://wa.me/79535069918,,79535069918, ,http://vk.com/club105487803  http://vk.com/club70815541,,Вологда  Элеваторная улица  дом 37-а,,
ComfortCar35,0,https://wa.me/79115016646,,79115016646,,http://vk.com/vologda_avto_tuning,,Вологда  улица Гагарина  дом 93,,
"Garage Masters, автосервис",0,https://wa.me/79646666102,,79646666102,garage-masters.ru,http://vk.com/vologda_avto_tuning  https://vk.com/avtosvet35,,Вологда  Северная улица  дом 40,,
АвтоМаркет,0,https://wa.me/79013750752,,79013750752,avtomarket51.ru,https://vk.com/avtosvet35  http://vk.com/club18860964,,Вологда  улица Ильюшина  дом 28-а,,
"AudioMozart, студия автозвука",0,https://wa.me/79115491208,,79115491208,,,,Вологда  Старое шоссе  дом 50  строение 5,,
Чип-тюнинг,0,https://wa.me/79992609530,,79992609530,,,,Вологда  улица Добролюбова  дом 68-а,,
Vintik Force,0,https://wa.me/79115040417,,79115040417,vk.com/vologda_avto_tuning,http://vk.com/vologda_avto_tuning  https://vk.com/avtosvet35,,Вологда  улица Ильюшина  дом 30,,
